Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Scudder Select 1000 Growth AARP,Deutsche Asset & Wealth Mngt,,FOUSA00L7E,20001002,Large Growth,U.S. Equity,Other,No,19990517,,No,20030120,Liquidated,,,"523,664.0000000000","9,950,960.0000000000",,,,,S&P 500 TR USD,,,,,
Scudder Select 1000 Growth B,Deutsche Asset & Wealth Mngt,,FOUSA02TZI,20010702,Large Growth,U.S. Equity,B,No,19990517,,No,20030120,Liquidated,,,"166,249.0000000000","9,950,960.0000000000",,,,,S&P 500 TR USD,,,,,
Scudder Select 1000 Growth C,Deutsche Asset & Wealth Mngt,,FOUSA02TZJ,20010702,Large Growth,U.S. Equity,C,No,19990517,,No,20030120,Liquidated,,,"41,543.0000000000","9,950,960.0000000000",,,,,S&P 500 TR USD,,,,,
Scudder Select 1000 Growth S,Deutsche Asset & Wealth Mngt,,FOUSA00ICU,19990517,Large Growth,U.S. Equity,S,Yes,19990517,,No,20030120,Liquidated,,,"9,032,638.0000000000","9,950,960.0000000000",,,,,S&P 500 TR USD,,,,,
Smith Barney Emerging Markets A,,,FOUSA00KE6,19950512,Diversified Emerging Mkts,International Equity,,Yes,19950512,,No,20001211,Merged,Legg Mason Partners International A,,"3,169,030.0000000000","9,950,417.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney Emerging Markets B,,,FOUSA00KGF,19950512,Diversified Emerging Mkts,International Equity,,No,19950512,,No,20001211,Merged,Legg Mason Partners International B,,"3,917,141.0000000000","9,950,417.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney Emerging Markets L,,,FOUSA00ISA,19950512,Diversified Emerging Mkts,International Equity,,No,19950512,,No,20001211,Merged,Legg Mason Partners International C,,"1,405,115.0000000000","9,950,417.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Smith Barney Emerging Markets Y,,,FOUSA00KS2,19950512,Diversified Emerging Mkts,International Equity,,No,19950512,,No,20001211,Merged,Smith Barney International Y,,"1,459,131.0000000000","9,950,417.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
IAI Balanced,Merrill Lynch,,FOUSA00N4R,19920406,,,,Yes,19920406,,No,20000918,Merged,Federated Global Allocation A,,"9,918,005.0000000000","9,918,005.0000000000",,,,,,,,,,
Nomura Pacific Basin,,,FOUSA00E7D,19850708,Diversified Pacific/Asia,International Equity,,Yes,19850708,,No,20020307,Liquidated,,,"9,901,592.0000000000","9,917,839.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Nomura Pacific Basin A,,,FOUSA00L78,19990802,Diversified Pacific/Asia,International Equity,A,No,19850708,,No,20020307,Liquidated,,,"8,170.0000000000","9,917,839.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Nomura Pacific Basin B,,,FOUSA00L9P,19990802,Diversified Pacific/Asia,International Equity,B,No,19850708,,No,20020307,Liquidated,,,"8,077.0000000000","9,917,839.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Franklin PA Investors U.S. Govt Secs,Franklin Templeton Investments,,FOUSA00MHT,19861001,Intermediate Government,Taxable Bond,,Yes,19861001,,No,19930909,Merged,Franklin US Government Secs A1,,"9,916,983.0000000000","9,916,983.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
E*TRADE Bond,E Trade Funds,,FOUSA00K1B,19990813,Intermediate Core Bond,Taxable Bond,,Yes,19990813,,Yes,20040625,Liquidated,,,"9,898,140.0000000000","9,898,140.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.5080000000",0.8670000000,,
Liberty Short Term Government A,Columbia,,FOUSA00BPG,19921001,Short Government,Taxable Bond,,Yes,19921001,,No,20010212,Merged,Liberty Intermediate Government A,,"9,867,758.0000000000","9,867,758.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.6740000000",0.4330000000,,
Franklin Asset Allocation C,Wachovia Funds,,FOUSA00L58,19990501,Allocation--50% to 70% Equity,Allocation,,Yes,19990501,,No,20010209,Merged,Franklin Capital Growth C,,"9,854,846.0000000000","9,854,846.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Washington Area Growth,,,FOUSA00LYS,19850530,Large Growth,U.S. Equity,,Yes,19850530,,No,19910916,Merged,Ariel Appreciation Investor,,"9,806,000.0000000000","9,806,000.0000000000",,,,,S&P 500 TR USD,,,,,
Parkstone Mid Capitalization Inv C,PNC Funds,,FOUSA00MW3,19941116,Mid-Cap Growth,U.S. Equity,C,No,19881031,,No,19980827,Merged,Allegiant Multi-Factor Mid Cap Growth A,,"2,271,573.0000000000","9,800,918.0000000000",,,,,S&P 500 TR USD,,,,,
Hallmark Total Return Bond I,Reserve,,FOUSA00J7J,19961001,Intermediate Core Bond,Taxable Bond,Other,Yes,19961001,,No,20070328,Liquidated,,,"9,799,668.0000000000","9,799,668.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.8720000000",0.5790000000,,
Hallmark Total Return Bond R,Reserve,,FOUSA05H0T,20041109,Intermediate Core Bond,Taxable Bond,Retirement,No,19961001,,No,20070328,Liquidated,,,"1,112.0000000000","9,799,668.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
AXA Rosenberg Enhanced 500 A,Laudus Funds,,FOUSA02UTB,20011001,Large Growth,U.S. Equity,A,No,20000607,,No,20060315,Liquidated,,,"1,338,245.0000000000","9,793,574.0000000000",,,,,S&P 500 TR USD,,,,,
AXA Rosenberg Enhanced 500 B,Laudus Funds,,FOUSA02UTC,20011001,Large Growth,U.S. Equity,B,No,20000607,,No,20031202,Merged,Laudus Rosenberg U.S. Large Cap Gr Inv,,"63,915.0000000000","9,793,574.0000000000",,,,,S&P 500 TR USD,,,,,
Hyperion Short Duration U.S. Govt I,,,FOUSA00NDN,19910412,Ultrashort Bond,Taxable Bond,,No,,,No,19950831,Liquidated,,,"9,771,036.0000000000","9,771,036.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Atlas Global Growth B,Atlas Fund,,FOUSA00OUZ,19960430,World Large Stock,International Equity,B,Yes,19960430,,No,20000919,Merged,Wells Fargo Intrinsic World Equity A,,"9,731,225.0000000000","9,731,225.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse Instl U.S. Core Equity,"Credit Suisse (New York, NY)",,FOUSA00EXJ,19940901,Large Blend,U.S. Equity,,Yes,19940901,,No,20021024,Liquidated,,,"9,729,739.0000000000","9,729,739.0000000000",,,,,S&P 500 TR USD,,,,,
Principal Inv Intl Sm Cap AdvPfd,Principal Funds,,FOUSA00LMO,20001206,Foreign Small/Mid Growth,International Equity,Adv,No,20001206,,No,20030903,Merged,Principal Diversified Intl R3,,"1,035,667.0000000000","9,658,249.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Principal Inv Intl Sm Cap AdvSel,Principal Funds,,FOUSA00LN5,20001206,Foreign Small/Mid Growth,International Equity,Adv,No,20001206,,No,20030903,Merged,Principal Diversified Intl R2,,"1,033,873.0000000000","9,658,249.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Principal Inv Intl Sm Cap Instl,Principal Funds,,FOUSA02UNH,20010301,Foreign Small/Mid Growth,International Equity,Inst,No,20001206,,No,20030903,Merged,Principal Diversified Intl Inst,,"8,751.0000000000","9,658,249.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Principal Inv Intl Sm Cap J,Principal Funds,,FOUSA02UIV,20010301,Foreign Small/Mid Growth,International Equity,Retirement,No,20001206,,No,20030903,Merged,Principal Diversified Intl J,,"5,442,424.0000000000","9,658,249.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Principal Inv Intl Sm Cap Pfd,Principal Funds,,FOUSA00LN2,20001206,Foreign Small/Mid Growth,International Equity,Other,Yes,20001206,,No,20030903,Merged,Principal Diversified Intl R5,,"1,098,718.0000000000","9,658,249.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Principal Inv Intl Sm Cap Sel,Principal Funds,,FOUSA00LMD,20001206,Foreign Small/Mid Growth,International Equity,Other,No,20001206,,No,20030903,Merged,Principal Diversified Intl R4,,"1,038,816.0000000000","9,658,249.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
LEADER Tax Exempt Bond Investor B,Regions Morgan Keegan Select Funds,,FOUSA04AWV,20021204,Muni National Interm,Municipal Bond,B,No,20000724,,No,20050222,Liquidated,,,"1,257,826.0000000000","9,625,572.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Regions Morgan Keegan Sel Leader T/E BdA,Regions Morgan Keegan Select Funds,,FOUSA006ZL,20000724,Muni National Interm,Municipal Bond,A,No,20000724,,No,20051118,Merged,Pioneer Intermediate Tax Free Income A,,"728,854.0000000000","9,625,572.0000000000",,1 Star,,,BBgBarc Municipal TR USD,,,,,
Regions Morgan Keegan Sel Leader T/E BdI,Regions Morgan Keegan Select Funds,,FOUSA00592,20000724,Muni National Interm,Municipal Bond,Inst,Yes,20000724,,No,20051118,Merged,Pioneer Intermediate Tax Free Income Y,,"8,896,718.0000000000","9,625,572.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
INVESCO Environmental Svcs,Invesco,,FOUSA00MER,19910102,Large Blend,U.S. Equity,,Yes,19910102,,No,19990521,Liquidated,,,"9,618,486.0000000000","9,618,486.0000000000",,,,,S&P 500 TR USD,,,,,
Offitbank Total Return Sel,Offit Investment Fund Inc,,FOUSA00O5N,20000620,Multisector Bond,Taxable Bond,Other,Yes,20000620,,No,20021108,Merged,Wells Fargo Diversified Income Bldr Inst,,"9,611,357.0000000000","9,611,357.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Nautilus,,,FOUSA00N2H,19790209,Large Blend,U.S. Equity,,No,,,No,19930312,Merged,Eaton Vance Special Equities A,,"9,603,227.0000000000","9,603,227.0000000000",,,,,S&P 500 TR USD,,,,,
CGM American Tax-Free,CGM,,FOUSA00FIP,19931110,Muni National Long,Municipal Bond,,Yes,19931110,,No,20020617,Liquidated,,,"9,579,396.0000000000","9,579,396.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Liberty Counselor Growth A,Columbia,,FOUSA008C6,19990129,Large Blend,U.S. Equity,,Yes,19990129,,No,20001221,Liquidated,,,"9,560,755.0000000000","9,560,755.0000000000",,,,,S&P 500 TR USD,,,,,
Smith Barney Biotechnology A,Legg Mason,,FOUSA00AXZ,20000831,Health,Sector Equity,A,No,20000814,,No,20030512,Merged,Legg Mason Partners Health Sciences A,,"4,578,438.0000000000","9,515,999.0000000000",,,,,MSCI ACWI NR USD,,,,,
Smith Barney Biotechnology B,Legg Mason,,FOUSA00AXF,20000831,Health,Sector Equity,B,No,20000814,,No,20030512,Merged,Legg Mason Partners Health Sciences B,,"4,937,561.0000000000","9,515,999.0000000000",,,,,MSCI ACWI NR USD,,,,,
Smith Barney Biotechnology L,Legg Mason,,FOUSA00AVR,20000831,Health,Sector Equity,Other,No,20000814,,No,20030412,Merged,Legg Mason Partners Health Sciences C,,"6,309,718.0000000000","9,515,999.0000000000",,,,,MSCI ACWI NR USD,,,,,
USAA Global Titans Index,USAA,,FOUSA00ARJ,20001027,Large Blend,U.S. Equity,,Yes,20001027,,Yes,20031125,Liquidated,,,"9,501,497.0000000000","9,501,497.0000000000",,,,,S&P 500 TR USD,,,,,
MSDW Multi-State Municipal MA,Morgan Stanley,,FOUSA00MBZ,19910115,Muni Single State Long,Municipal Bond,,Yes,19910115,,No,20000724,Merged,Invesco Tax-Exempt Sec Y,,"9,466,640.0000000000","9,466,640.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Parnassus CA Tax-Exempt,Parnassus,,FOUSA00DXG,19920901,Muni California Intermediate,Municipal Bond,No Load,Yes,19920901,,No,20071214,Liquidated,,,"9,466,544.0000000000","9,466,544.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Managers Convertible Securities A,AMG Funds III,,FOUSA00JXO,19980928,Convertibles,Allocation,A,No,19980928,,No,20050630,Liquidated,,,"1,125,876.0000000000","9,434,909.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,1.5100000000,0.8700000000,,
Managers Convertible Securities B,AMG Funds III,,FOUSA00IN1,19980928,Convertibles,Allocation,B,No,19980928,,No,20050630,Liquidated,,,"4,911,858.0000000000","9,434,909.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,1.0190000000,0.8730000000,,
Managers Convertible Securities C,AMG Funds III,,FOUSA00JQV,19980928,Convertibles,Allocation,C,No,19980928,,No,20050630,Liquidated,,,"2,081,249.0000000000","9,434,909.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,0.9840000000,0.8720000000,,
Managers Convertible Securities Y,AMG Funds III,,FOUSA00HM4,19980928,Convertibles,Allocation,Inst,Yes,19980928,,No,20050630,Liquidated,,,"1,315,926.0000000000","9,434,909.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,2.0280000000,0.8670000000,,
Dreyfus Premier Developing Markets A,Dreyfus,,FOUSA00JBB,19980331,Diversified Emerging Mkts,International Equity,A,No,19980331,,No,20030721,Liquidated,,,"4,929,000.0000000000","9,406,000.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus Premier Developing Markets B,Dreyfus,,FOUSA00BOG,19980331,Diversified Emerging Mkts,International Equity,B,No,19980331,,No,20030721,Liquidated,,,"2,824,000.0000000000","9,406,000.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus Premier Developing Markets C,Dreyfus,,FOUSA00IYA,19980331,Diversified Emerging Mkts,International Equity,C,No,19980331,,No,20030721,Liquidated,,,"1,457,000.0000000000","9,406,000.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus Premier Developing Markets R,Dreyfus,,FOUSA00GPJ,19980331,Diversified Emerging Mkts,International Equity,Retirement,Yes,19980331,,No,20030721,Liquidated,,,"47,000.0000000000","9,406,000.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus Premier Developing Markets T,Dreyfus,,FOUSA00K0U,20000201,Diversified Emerging Mkts,International Equity,T,No,19980331,,No,20030721,Liquidated,,,"149,000.0000000000","9,406,000.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Shawmut CT Intermediate Muni Inc Tr,,,FOUSA00NCY,19930617,Muni Single State Long,Municipal Bond,B,No,,,No,19951201,Merged,Galaxy CT Municipal Bond Tr,,"9,395,900.0000000000","9,395,900.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Ivy Global Science & Technology A,(Junk) Ivy Funds,,FOUSA00IW2,19960722,Technology,Sector Equity,A,Yes,19960722,,No,20030616,Merged,Ivy Science And Technology A,,"4,673,998.0000000000","9,359,816.0000000000",,,,,MSCI ACWI NR USD,,,,,
Ivy Global Science & Technology Adv,(Junk) Ivy Funds,,FOUSA00K9W,19980416,Technology,Sector Equity,Adv,No,19960722,,No,20030616,Merged,Ivy Science And Technology Y,,"121,893.0000000000","9,359,816.0000000000",,,,,MSCI ACWI NR USD,,,,,
Ivy Global Science & Technology B,(Junk) Ivy Funds,,FOUSA00L0M,19960722,Technology,Sector Equity,B,No,19960722,,No,20030616,Merged,Ivy Science And Technology B,,"3,716,991.0000000000","9,359,816.0000000000",,,,,MSCI ACWI NR USD,,,,,
Ivy Global Science & Technology C,(Junk) Ivy Funds,,FOUSA00KIZ,19960722,Technology,Sector Equity,C,No,19960722,,No,20030616,Merged,Ivy Science And Technology C,,"846,934.0000000000","9,359,816.0000000000",,,,,MSCI ACWI NR USD,,,,,
Ivy Global Science & Technology I,(Junk) Ivy Funds,,FOUSA00O7A,19960722,Technology,Sector Equity,Inst,No,19960722,,No,19961107,Liquidated,,,15.0000000000,"9,359,816.0000000000",,,,,MSCI ACWI NR USD,,,,,
ICAP Discretionary Equity,MainStay,,FOUSA00F59,19941230,Large Value,U.S. Equity,Other,Yes,19941230,,No,20050815,Merged,MainStay ICAP Equity I,,"9,354,010.0000000000","9,354,010.0000000000",,,,,S&P 500 TR USD,,,,,
Oppenheimer Trinity Value A,OppenheimerFunds,,FOUSA00G96,19990901,Large Value,U.S. Equity,A,No,19990901,,No,20030919,Merged,Oppenheimer Value A,,"4,442,955.0000000000","9,351,030.0000000000",,,,,S&P 500 TR USD,,,,,
Oppenheimer Trinity Value B,OppenheimerFunds,,FOUSA00GDV,19990901,Large Value,U.S. Equity,B,No,19990901,,No,20030919,Merged,Oppenheimer Value B,,"1,993,552.0000000000","9,351,030.0000000000",,,,,S&P 500 TR USD,,,,,
Oppenheimer Trinity Value C,OppenheimerFunds,,FOUSA00JD4,19990901,Large Value,U.S. Equity,C,No,19990901,,No,20030919,Merged,Oppenheimer Value C,,"1,759,742.0000000000","9,351,030.0000000000",,,,,S&P 500 TR USD,,,,,
Oppenheimer Trinity Value N,OppenheimerFunds,,FOUSA02T1K,20010301,Large Value,U.S. Equity,N,No,19990901,,No,20030919,Merged,Oppenheimer Value R,,"549,866.0000000000","9,351,030.0000000000",,,,,S&P 500 TR USD,,,,,
Oppenheimer Trinity Value Y,OppenheimerFunds,,FOUSA00LC3,19990901,Large Value,U.S. Equity,Inst,Yes,19990901,,No,20030919,Merged,Oppenheimer Value Y,,"604,915.0000000000","9,351,030.0000000000",,,,,S&P 500 TR USD,,,,,
N/I Numeric Investors Growth,Robeco Investment Funds,NISGX,FOUSA00IUR,19960603,Small Growth,U.S. Equity,No Load,Yes,19960603,NISGX,No,20070330,Liquidated,,,"9,306,651.0000000000","9,306,651.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Hilliard Lyons Growth B,Touchstone,,FOUSA00I85,19980420,Large Growth,U.S. Equity,B,No,19920106,HLGRX,No,20041130,Merged,Touchstone HLAM Large Cap Quality Stk II,,"50,553,416.0000000000","9,301,003.0000000000",,,,,S&P 500 TR USD,,,,,
Touchstone HLAM Large Cap Quality Stk II,Touchstone,HLGRX,FOUSA00D2Q,19920106,Large Growth,U.S. Equity,Inv,Yes,19920106,HLGRX,No,20070511,Liquidated,,,"9,301,003.0000000000","9,301,003.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Unified Growth,OppenheimerFunds,,FOUSA00NSL,19700601,Large Growth,U.S. Equity,,Yes,19700601,,No,19921231,Merged,Oppenheimer Rising Dividends A,,"9,284,990.0000000000","9,284,990.0000000000",,,,,S&P 500 TR USD,,,,,
TCW/DW Balanced A,Dreyfus Manager Funds I,,FOUSA00O4O,19970728,Allocation--50% to 70% Equity,Allocation,A,Yes,19970728,,No,19980316,Merged,Invesco Balanced A,,"40,528.0000000000","9,284,589.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
TCW/DW Balanced B,Dreyfus Manager Funds I,,FOUSA00OQO,19970728,Allocation--50% to 70% Equity,Allocation,B,No,19970728,,No,19980316,Merged,Invesco Balanced B,,"9,233,296.0000000000","9,284,589.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
TCW/DW Balanced D,Dreyfus Manager Funds I,,FOUSA00O4P,19970728,Allocation--50% to 70% Equity,Allocation,D,No,19970728,,No,19980316,Merged,Invesco Balanced Y,,"10,765.0000000000","9,284,589.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
HSBC Short-Term U.S. Government,,,FOUSA00MCK,19930301,Short Government,Taxable Bond,,Yes,19930301,,No,19970507,Liquidated,,,"9,272,010.0000000000","9,272,010.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
UAM Sirach Fixed-Income Instl,,,FOUSA00M6G,19931201,Intermediate Core Bond,Taxable Bond,,Yes,19931201,,No,19971203,Liquidated,,,"9,258,711.0000000000","9,258,711.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Safeco Interm-Term Bond A,Safeco Common Stock Trust,,FOUSA00KVA,19960930,Intermediate Core Bond,Taxable Bond,A,No,19940228,,No,20041213,Merged,Pioneer Bond Inv,,"1,501,752.0000000000","9,246,252.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.3430000000",0.9630000000,,
Safeco Interm-Term Bond B,Safeco Common Stock Trust,,FOUSA00IZA,19960930,Intermediate Core Bond,Taxable Bond,B,No,19940228,,No,20041213,Merged,Pioneer Bond Inv,,"608,359.0000000000","9,246,252.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -2.0980000000",0.9650000000,,
Safeco Interm-Term Bond Inv,Safeco Common Stock Trust,,FOUSA00F8T,19940228,Intermediate Core Bond,Taxable Bond,Inv,Yes,19940228,,No,20041213,Merged,Pioneer Bond Inv,,"7,136,141.0000000000","9,246,252.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.1020000000",0.9740000000,,
Eaton Vance TX Municipals B,Eaton Vance,,FOUSA00C7Q,19920324,Muni Single State Long,Municipal Bond,B,Yes,19920324,,No,20011210,Merged,Eaton Vance National Municipal Income B,,"8,775,017.0000000000","9,232,643.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
FMI Woodland Small Cap Value,FMI Funds,,FOUSA00KTO,19960916,Small Blend,U.S. Equity,Other,Yes,19960916,,No,20050701,Merged,Gabelli Focus Five AAA,,"9,219,243.0000000000","9,219,243.0000000000",,,,,S&P 500 TR USD,,,,,
MFS Instl Research,MFS,,FOUSA00KAO,19960520,Large Blend,U.S. Equity,Inst,Yes,19960520,,No,20040903,Liquidated,,,"9,215,191.0000000000","9,215,191.0000000000",,,,,S&P 500 TR USD,,,,,
AXA Enterprise Multimgr Health Care A,Axa Enterprise Funds Trust,AEAAX,FOUSA05BYS,20041213,Health,Sector Equity,A,No,20011231,AEAYX,No,20070420,Liquidated,,,"728,707.0000000000","9,209,870.0000000000",,,,,MSCI ACWI NR USD,,,,,
AXA Enterprise Multimgr Health Care B,Axa Enterprise Funds Trust,AEABX,FOUSA02VFH,20011231,Health,Sector Equity,B,No,20011231,AEAYX,No,20070420,Liquidated,,,"292,618.0000000000","9,209,870.0000000000",,3 Stars,,,MSCI ACWI NR USD,,,,,
AXA Enterprise Multimgr Health Care C,Axa Enterprise Funds Trust,AEACX,FOUSA02VFI,20011231,Health,Sector Equity,C,No,20011231,AEAYX,No,20070420,Liquidated,,,"201,430.0000000000","9,209,870.0000000000",,3 Stars,,,MSCI ACWI NR USD,,,,,
AXA Enterprise Multimgr Health Care P,Axa Enterprise Funds Trust,AEAPX,FOUSA02VFG,20011231,Health,Sector Equity,Other,No,20011231,AEAYX,No,20070420,Liquidated,,,"1,536,309.0000000000","9,209,870.0000000000",,3 Stars,,,MSCI ACWI NR USD,,,,,
TA IDEX Protected Principal Stock A,Transamerica,,FOUSA04AM9,20020701,Large Blend,U.S. Equity,A,No,20020628,,No,20071129,Liquidated,,,"1,452,548.0000000000","9,207,688.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
TA IDEX Protected Principal Stock B,Transamerica,,FOUSA04AMA,20020701,Large Blend,U.S. Equity,B,No,20020628,,No,20071129,Liquidated,,,"6,718,673.0000000000","9,207,688.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
TA IDEX Protected Principal Stock C2,Transamerica,,FOUSA04AMB,20020701,Large Blend,U.S. Equity,C,No,20020628,,No,20071129,Liquidated,,,"923,586.0000000000","9,207,688.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
TA IDEX Protected Principal Stock M,Transamerica,,FOUSA04AMC,20020628,Large Blend,U.S. Equity,M,Yes,20020628,,No,20071129,Liquidated,,,"112,881.0000000000","9,207,688.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Fairport Emerging Growth,Fairport Funds,,FOUSA00GLT,19990701,Mid-Cap Growth,U.S. Equity,,Yes,19990701,,No,20040416,Liquidated,,,"9,194,751.0000000000","9,194,751.0000000000",,,,,S&P 500 TR USD,,,,,
MDL Broad Market Fixed Income Inst,MDL Funds,,FOUSA00G6H,19971103,Intermediate Core Bond,Taxable Bond,Inst,Yes,19971103,,No,20050801,Liquidated,,,"9,163,734.0000000000","9,163,734.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -2.8090000000",0.9670000000,,
Security International A,Guggenheim Investments,,FOUSA00IDU,19990129,Foreign Large Blend,International Equity,A,Yes,19990129,,No,20031006,Merged,Guggenheim World Equity Income A,,"4,357,111.0000000000","9,157,252.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Security International B,Guggenheim Investments,,FOUSA00K0P,19990129,Foreign Large Blend,International Equity,B,No,19990129,,No,20031006,Merged,Guggenheim World Equity Income B,,"2,206,053.0000000000","9,157,252.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Security International C,Guggenheim Investments,,FOUSA00I6L,19990129,Foreign Large Blend,International Equity,C,No,19990129,,No,20031006,Merged,Guggenheim World Equity Income C,,"2,594,088.0000000000","9,157,252.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Evergreen Technology A,Evergreen Inter Balanced Inco Fund,,FOUSA00GXQ,19991222,Technology,Sector Equity,A,No,19991222,,No,20050307,Liquidated,,,"4,408,110.0000000000","9,151,316.0000000000",,,,,MSCI ACWI NR USD,,,,,
Evergreen Technology B,Evergreen Inter Balanced Inco Fund,,FOUSA00KXO,19991222,Technology,Sector Equity,B,No,19991222,,No,20050307,Liquidated,,,"3,175,293.0000000000","9,151,316.0000000000",,,,,MSCI ACWI NR USD,,,,,
Evergreen Technology C,Evergreen Inter Balanced Inco Fund,,FOUSA00J80,19991222,Technology,Sector Equity,C,No,19991222,,No,20050307,Liquidated,,,"1,231,873.0000000000","9,151,316.0000000000",,,,,MSCI ACWI NR USD,,,,,
Evergreen Technology I,Evergreen Inter Balanced Inco Fund,,FOUSA00HBK,19991222,Technology,Sector Equity,Inst,Yes,19991222,,No,20050307,Liquidated,,,"336,040.0000000000","9,151,316.0000000000",,,,,MSCI ACWI NR USD,,,,,
Credit Suisse Small Cap Growth A,Credit Suisse AG,,FOUSA02U4M,20011130,Small Growth,U.S. Equity,A,No,19961231,,No,20061212,Liquidated,,,"1,329,110.0000000000","9,134,583.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Credit Suisse Small Cap Growth Adv,Credit Suisse AG,,FOUSA05GUE,20040227,Small Growth,U.S. Equity,Adv,No,19961231,,No,20061212,Liquidated,,,"1,041.0000000000","9,134,583.0000000000",,,,,S&P 500 TR USD,,,,,
Credit Suisse Small Cap Growth B,Credit Suisse AG,,FOUSA05GUF,20040227,Small Growth,U.S. Equity,B,No,19961231,,No,20061212,Liquidated,,,"7,882.0000000000","9,134,583.0000000000",,,,,S&P 500 TR USD,,,,,
Credit Suisse Small Cap Growth C,Credit Suisse AG,,FOUSA05GUG,20040227,Small Growth,U.S. Equity,C,No,19961231,,No,20061212,Liquidated,,,"1,036.0000000000","9,134,583.0000000000",,,,,S&P 500 TR USD,,,,,
Credit Suisse Small Cap Growth Comm,Credit Suisse AG,,FOUSA00J8N,19961231,Small Growth,U.S. Equity,Other,Yes,19961231,,No,20061212,Liquidated,,,"7,795,514.0000000000","9,134,583.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
